failure,run,e2_tsi,e2_tti,m1_pv,r1_t2,snk1_t,srce1_t,srcr1_t,xc1_sp,k1_p1,k1_p2,snk1_p,srce1_p,srcr1_p,m2_pv,srce1_w,xc2_sp,r1_xmax,r1_tau,snk1_z_c2h4o,snk1_z_c2h4,srcr1_m_c2h4,srcr1_m_o2,xv1_pos,xv2_pos,xv3_pos
lowPressure_source,107,20.002394485167372,427.5110515623928,150.0,217.15144332946863,217.1514433294684,20.0,25.0,150.0,0.4096114276240279,22.099999999999977,1.6078166151936488,1.5,0.909611427624028,99.4177777777775,100.0,99.4177777777775,0.2994442979690495,1.1290591808492985,0.016507649216921105,0.25501696063421836,4464.0,1195.4,1.0,1.0,0.5
lowPressure_source,108,20.002394485167372,486.90094888453405,150.0,217.1514433294687,217.15144332946858,20.0,25.0,150.0,0.24182243614548704,22.099999999999977,1.6078166151936488,1.5,0.7418224361454872,99.4177777777775,100.0,99.4177777777775,0.2994442979690499,1.1290591808492985,0.016507649216921123,0.25501696063421836,4464.0,1195.4,1.0,1.0,0.5
lowPressure_source,109,20.002394485167372,509.21587427450413,150.0,217.15144332946863,217.15144332946852,20.0,25.0,150.0,0.1990954838669159,22.099999999999977,1.6078166151936488,1.5,0.699095483866916,99.4177777777775,100.0,99.4177777777775,0.29944429796904964,1.1290591808492985,0.016507649216921112,0.25501696063421836,4464.0,1195.4,1.0,1.0,0.5
lowPressure_source,110,20.002394485167372,622.7848378468589,150.0,217.1514433294687,217.15144332946852,20.0,25.0,150.0,0.0762229952789069,22.099999999999977,1.6078166151936488,1.5,0.576222995278907,99.4177777777775,100.0,99.4177777777775,0.2994442979690501,1.1290591808492985,0.016507649216921126,0.25501696063421836,4464.0,1195.4,1.0,1.0,0.5
lowPressure_source,111,20.002394485167372,715.2519407936167,150.0,217.15144332946863,217.15144332946852,20.0,25.0,150.0,0.03611614017373192,22.099999999999977,1.6078166151936488,1.5,0.536116140173732,99.4177777777775,100.0,99.4177777777775,0.29944429796904937,1.1290591808492985,0.016507649216921102,0.25501696063421836,4464.0,1195.4,1.0,1.0,0.5
lowPressure_source,112,20.002394485167372,679.7414909071044,150.0,217.15144332946863,217.15144332946852,20.0,25.0,150.0,0.04794222282304496,22.099999999999977,1.6078166151936488,1.5,0.547942222823045,99.4177777777775,100.0,99.4177777777775,0.2994442979690498,1.1290591808492985,0.01650764921692112,0.25501696063421836,4464.0,1195.4,1.0,1.0,0.5
lowPressure_source,113,20.002394485167372,554.4966705143149,150.0,217.1514433294687,217.15144332946852,20.0,25.0,150.0,0.13498561040100093,22.099999999999977,1.6078166151936488,1.5,0.634985610401001,99.4177777777775,100.0,99.4177777777775,0.2994442979690498,1.1290591808492985,0.01650764921692112,0.25501696063421836,4464.0,1195.4,1.0,1.0,0.5
lowPressure_source,114,20.002394485167372,828.6772553335126,150.0,217.15144332946863,217.15144332946863,20.0,25.0,150.0,0.015042944190678895,22.099999999999977,1.6078166151936488,1.5,0.515042944190679,99.4177777777775,100.0,99.4177777777775,0.29944429796904976,1.1290591808492985,0.016507649216921116,0.2550169606342183,4464.0,1195.4,1.0,1.0,0.5
lowPressure_source,115,20.002394485167372,418.0580884944652,150.0,217.15144332946863,217.15144332946863,20.0,25.0,150.0,0.44603498173954104,22.099999999999977,1.6078166151936488,1.5,0.946034981739541,99.4177777777775,100.0,99.4177777777775,0.2994442979690495,1.1290591808492985,0.016507649216921105,0.2550169606342183,4464.0,1195.4,1.0,1.0,0.5
lowPressure_source,116,20.002394485167372,460.3325200297659,150.0,217.1514433294687,217.1514433294687,20.0,25.0,150.0,0.30558465255397205,22.099999999999977,1.6078166151936488,1.5,0.805584652553972,99.4177777777775,100.0,99.4177777777775,0.2994442979690501,1.1290591808492985,0.016507649216921126,0.2550169606342183,4464.0,1195.4,1.0,1.0,0.5
lowPressure_source,117,20.002394485167372,552.9533392089464,150.0,217.15144332946863,217.1514433294687,20.0,25.0,150.0,0.13676788502104492,22.099999999999977,1.6078166151936488,1.5,0.636767885021045,99.4177777777775,100.0,99.4177777777775,0.29944429796904964,1.1290591808492985,0.01650764921692111,0.2550169606342183,4464.0,1195.4,1.0,1.0,0.5
lowPressure_source,118,20.002394485167372,479.8518745440862,150.0,217.1514433294687,217.15144332946875,20.0,25.0,150.0,0.25724348408310993,22.099999999999977,1.6078166151936488,1.5,0.75724348408311,99.4177777777775,100.0,99.4177777777775,0.29944429796905014,1.1290591808492985,0.01650764921692113,0.2550169606342183,4464.0,1195.4,1.0,1.0,0.5
lowPressure_source,119,20.002394485167372,423.3380339958487,150.0,217.15144332946863,217.15144332946875,20.0,25.0,150.0,0.42528974558694993,22.099999999999977,1.6078166151936488,1.5,0.92528974558695,99.4177777777775,100.0,99.4177777777775,0.2994442979690498,1.1290591808492985,0.016507649216921116,0.2550169606342183,4464.0,1195.4,1.0,1.0,0.5
lowPressure_source,120,20.002394485167372,598.6776287054142,150.0,217.1514433294687,217.15144332946875,20.0,25.0,150.0,0.09307892636353891,22.099999999999977,1.6078166151936488,1.5,0.593078926363539,99.4177777777775,100.0,99.4177777777775,0.2994442979690501,1.1290591808492985,0.01650764921692113,0.2550169606342183,4464.0,1195.4,1.0,1.0,0.5
